Application Id,Application Number,Office,Application Date,Publication Number,Publication Date,Publication Kind,IPC,Applicants,Inventors,Priority Data,Publication Language,Title,Designated States,Abstract,Related Patent Documents,Grant Number,Grant Date,CPC,Agents,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN427210168,202311712219,China,13.12.2023,117778388,29.03.2024,A,"C12N 15/113
					






C12N 9/22
					






C12N 15/11
					






C12N 15/89
					






C12N 15/10
					






C12N 15/53
					






View more classifications
							






C12N 15/113
					






C12N 9/22
					






C12N 15/11
					






C12N 15/89
					






C12N 15/10
					






C12N 15/53
					






A01K 67/0276
					






View less classifications",BEIJING ACADEMY OF AGRICULTURE AND FORESTRY SCIENCES北京市农林科学院,LI HUIJUAN李绘娟ZHU HUA朱华WANG XIAOWEN王晓雯ZHANG RONG张蓉LIU LILI刘丽丽,,,(EN) Goldfish CRISPR/Cas12 gene editing method and application thereof(ZH) 一种金鱼CRISPR/Cas12基因编辑方法及其应用,,"(EN) The invention relates to the technical field of gene editing, in particular to a goldfish CRISPR/Cas12 gene editing method and application thereof. According to the invention, the application of the CRISPR/Cas12 gene editing system in non-model fish is realized for the first time, an efficient gene editing technology system based on the CRISPR/Cas12 system is established in goldfish, and the technology is applied to the creation of a new goldfish albino strain, so that an F0-generation goldfish mutant albino strain is obtained, and the molecular genetic breeding process of the goldfish is promoted.(ZH) 本发明涉及基因编辑技术领域，尤其涉及一种金鱼CRISPR/Cas12基因编辑方法及其应用。本发明首次实现了CRISPR/Cas12基因编辑系统在非模式鱼类中的应用，在金鱼中建立了基于CRISPR/Cas12系统的高效基因编辑技术体系，并将该技术应用到金鱼白化新品系的创制中，获得了F0代金鱼突变白化品系，促进了金鱼分子遗传育种进程。",,,,,北京路浩知识产权代理有限公司 11002,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
IN366094323,202011052804,India,03.12.2020,202011052804,10.06.2022,A,"C12N
					






A01H
					






A61K
					








C12N
					






A01H
					






A61K
					






View less classifications",INTERNATIONAL CENTRE FOR GENETIC ENGINEERING AND BIOTECHNOLOGY (ICGEB),V. MOHAN MURALI ACHARY MALIREDDY K. REDDY,,,"(EN) CRISPR-CAS VECTOR SYSTEM FOR ALTERING GENE EXPRESSION IN RICE, METHODS AND PLANTS THEREOF",,"(EN) The present invention provides CRISPR-Cas9 vector system, including anovel synthetic Cas9 protein, which is optimized for expression and targetspecificity in rice, thus allowing for more efficient targeting and multiplexingof target sequences, while minimizing off-target effects. Also provided in thepresent invention are methods of generating transgenic plants with desiredagronomic traits obtained by the CRISPR-Cas9 vector system of the presentinvention, and novel synthetic fragments useful for detection of editedtransgenic plants.",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN395739692,202310004202,China,03.01.2023,115896168,04.04.2023,B,"C12N 15/84
					






C12N 15/53
					






A01H 6/82
					






A01H 5/12
					








C12N 15/84
					






C12N 15/53
					






A01H 6/82
					






A01H 5/12
					






View less classifications","CHINA TOBACCO YUNNAN INDUSTRIAL CO., LTD.云南中烟工业有限责任公司",XIANG HAIYING向海英ZENG WANLI曾婉俐LIU DESHUI刘德水TIAN YONGFENG田永峰KONG WEISONG孔维松SONG CHUNMAN宋春满MI QILI米其利HUANG HAITAO黄海涛DENG LELE邓乐乐ZHANG JIANDUO张建铎JIANG JIARUI蒋佳芮LI XUEMEI李雪梅,,,(EN) Method for rapidly obtaining nicotine transformant of cultivated tobacco and application of nicotine transformant(ZH) 一种快速获得栽培烟草烟碱转化株的方法及应用,,"(EN) The invention discloses a method for rapidly obtaining nicotine transformed plants of cultivated tobaccos and application of the nicotine transformed plants. According to the method for rapidly obtaining the nicotine transformant of the cultivated tobacco, genes related to nicotine transformation of the tobacco are knocked out at the same time through a CRISPR/Cas9 system, the genes are NtNCP1 and NtNCP2 genes, the sequence of the NtNCP1 gene is shown as SEQ ID No.1, and the sequence of the NtNCP2 gene is shown as SEQ ID No.3. According to the application, a CRISPR/Cas9 mediated gene editing technology is utilized to knock out tobacco NtNCP1 and NtNCP2 genes at the same time to obtain an editing material with reduced nicotine content and increased nornicotine content, so that a genetic material and a theoretical basis are provided for tobacco nicotine conversion gene function research and tobacco new variety directional improvement of nicotine content regulation and control.(ZH) 本发明公开了一种快速获得栽培烟草烟碱转化株的方法及应用。该快速获得栽培烟草烟碱转化株的方法是利用CRISPR/Cas9系统同时敲除烟草烟碱转化相关的基因，基因为NtNCP1和NtNCP2基因，NtNCP1基因序列为SEQ ID No.1所示，NtNCP2基因序列为SEQ ID No.3所示。本申请利用CRISPR/Cas9介导的基因编辑技术敲除同时敲除烟草NtNCP1和NtNCP2基因获得了烟碱含量降低且降烟碱含量增加的编辑素材，这为烟草烟碱转化基因功能研究及烟碱含量调控的烟草新品种定向改良提供遗传材料和理论依据。",,115896168,11.02.2025,,北京维澳知识产权代理有限公司 11252,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN244857568,201910128265,China,21.02.2019,109868283,11.06.2019,B,"C12N 15/82
					






A01H 5/00
					






A01H 5/10
					






A01H 6/20
					








C12N 15/82
					






A01H 5/00
					






A01H 5/10
					






A01H 6/20
					






View less classifications",ZHEJIANG A&F UNIVERSITY浙江农林大学,ZHU LIYING朱丽颖ZHENG YUEPING郑月萍XU XUEZHEN徐雪珍DUAN QIANQIAN段芊芊ZHENG ZHIFU郑志富,,,(EN) Method for evaluating CRISPR/Cas9 gene editing efficiency or miss frequency(ZH) 一种评估CRISPR/Cas9基因编辑效率或脱靶频率的方法,,"(EN) The invention relates to a method for evaluating CRISPR/Cas9 gene editing efficiency or miss frequency, and belongs to the field of bioengineering. The method mainly comprises the following three parts: firstly, selecting a marker gene mCherry to be inserted into an expression vector in order to quickly screen a transgenic plant; secondly, in order to quickly identify the editing efficiency and the miss frequency of the CRISPR/Cas9 gene, inserting fatty acid dehydrogenase FAD2 and FAD3 as target genes into a vector; and finally, utilizing the change of fatty acid components after target gene mutation, and by detecting the composition of C18 unsaturated fatty acid in a transgenic positive plant, quickly and conveniently screening out an edited plant and an unedited plant, so that the editing efficiency and the miss effect of a specific CRISPR/Cas9 gene editing system are quickly, accurately and efficiently determined.(ZH) 本发明涉及一种评估CRISPR/Cas9基因编辑效率或脱靶频率的方法，属于生物工程领域，主要包括三个部分：首先为了快速筛选转基因植株，选择标记基因mCherry插入表达载体中；其次为了快速鉴定CRISPR/Cas9基因的编辑效率和脱靶频率，将脂肪酸脱氢酶FAD2、FAD3作为靶基因插入载体中；最后利用靶基因突变后脂肪酸组分的变化，通过检测转基因阳性植株中C18不饱和脂肪酸的组成快速简便地筛选出被编辑的植株和未被编辑的植株，从而快速、准确、高效地确定特定的CRISPR/Cas9基因编辑系统的编辑效率和脱靶效应。",,,,,洛阳公信知识产权事务所(普通合伙) 41120,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN394520092,202211487266,China,25.11.2022,115820596,21.03.2023,A,"C12N 9/12
					






C12N 15/80
					






C12N 15/54
					






C12N 1/15
					






C12N 15/113
					






C12Q 1/18
					






View more classifications
							






C12N 9/12
					






C12N 15/80
					






C12N 15/54
					






C12N 1/15
					






C12N 15/113
					






C12Q 1/18
					






C12R 1/645
					






View less classifications",SOUTH CHINA AGRICULTURAL UNIVERSITY华南农业大学,XI PINGGEN习平根LIU XIYUAN刘茜芫XIE WENBIN谢文彬LI XIAOFENG李小凤YUAN YUHUA袁玉花LI MINHUI李敏慧KONG GUANGHUI孔广辉SITU JUNJIAN司徒俊键JIANG ZIDE姜子德,,,(EN) Gene PlYPK1 and application thereof in preventing and treating litchi downy blight(ZH) 基因PlYPK1及其在防治荔枝霜疫病中的应用,,"(EN) The invention discloses a gene PlYPK1 and application thereof in prevention and control of litchi downy blight, and belongs to the technical field of green prevention and control of crop diseases. According to the present invention, based on a polyethylene glycol mediated protoplast transformation technology and a CRISPR/Cas9 knockout strategy, a PlYPK1 knockout vector is constructed, PEG-mediated protoplast transformation is performed, and a homologous recombination method is adopted to knock out the gene PlYPK1 from peronophythora litchii so as to obtain the knockout mutant; compared with a wild type, the mutant has the advantages that the growth rate is basically consistent, the pathogenicity is obviously weakened, and the oospore yield is obviously reduced. The invention proves that PlYPK1 is necessary for the growth, development and infection pathopoiesis of peronophythora litchii. The research is helpful for deeply illuminating the pathogenic molecular mechanism of peronophythora litchii, and a target gene is provided for developing effective bactericides.(ZH) 本发明公开了基因PlYPK1及其在防治荔枝霜疫病中的应用，属于农作物病害绿色防控技术领域。本发明应用基于聚乙二醇介导的原生质体转化技术与CRISPR/Cas9敲除策略，通过构建PlYPK1敲除载体并通过PEG介导的原生质体转化，利用同源重组的方法将基因PlYPK1从荔枝霜疫霉中敲除，获得敲除突变体。该突变体与野生型相比，生长速率基本一致，致病力明显减弱，卵孢子产量显著减少。本发明证实PlYPK1是荔枝霜疫霉生长发育、侵染致病所必须的。我们的研究有助于深入阐明荔枝霜疫霉的致病分子机制，为开发有效杀菌剂提供了靶标基因。",,,,,广州市华学知识产权代理有限公司 44245,,,,
CN426777313,202410032307,China,09.01.2024,117737035,22.03.2024,A,"C12N 9/22
					






C12N 15/113
					






C12N 15/82
					






A01H 5/00
					






A01H 6/54
					








C12N 9/22
					






C12N 15/113
					






C12N 15/82
					






A01H 5/00
					






A01H 6/54
					






View less classifications","INSTITUTE OF CROP SCIENCE, CHINESE ACADEMY OF AGRICULTURAL SCIENCES中国农业科学院作物科学研究所",CAI YUPENG蔡宇鹏HOU WENSHENG侯文胜CHEN LI陈莉YAO WEIWEI姚伟伟,,,(EN) Soybean genome editor(ZH) 一种大豆基因组编辑器,,"(EN) The invention discloses a soybean genome editor. The invention provides a protein, which is derived from Roseburia sp., is named as Cas-ZKD01 protein, and is a protein as shown in SEQ ID NO: 1. The invention also provides a preparation method of the protein. The Cas-ZKD01 protein has Cas nuclease activity, the PAM sequence recognized by the Cas-ZKD01 protein is 5 '-TTTN-3', and the Cas-ZKD01 protein can be used as a genome editor. And the Cas-ZKD01 gene is a DNA (Deoxyribose Nucleic Acid) molecule for coding the Cas-ZKD01 protein. The Cas-ZKD01 protein provided by the invention can be used as a novel tool enzyme in a CRISPR/Cas technology. According to the invention, the coding gene of the Cas-ZKD01 protein is further subjected to codon optimization aiming at soybeans, and a tool plasmid is developed. The tool plasmid developed by the invention can be used for performing efficient gene editing on soybean germplasm so as to create new soybean germplasm.(ZH) 本发明公开了一种大豆基因组编辑器。本发明提供了一种蛋白质，来源于罗氏菌属(Roseburia sp.)，命名为Cas‑ZKD01蛋白，为SEQ ID NO：1所示的蛋白质。所述Cas‑ZKD01蛋白具有Cas核酸酶活性，其识别的PAM序列为5’‑TTTN‑3’，可用作基因组编辑器。所述Cas‑ZKD01基因为编码所述Cas‑ZKD01蛋白的DNA分子。本发明提供的Cas‑ZKD01蛋白可作为CRISPR/Cas技术中新的工具酶。本发明进一步将Cas‑ZKD01蛋白的编码基因进行针对大豆的密码子优化，并开发了工具质粒。本发明开发的工具质粒可用于对大豆种质进行高效的基因编辑，从而创制大豆新种质。",,,,,北京纪凯知识产权代理有限公司 11245,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
IN283300908,201917043473,India,25.10.2019,201917043473,10.01.2020,A,"C07K 14/005
					








C07K 14/005
					






View less classifications",DUPONT NUTRITION BIOSCIENCES APSUNIVERSITÉ LAVAL (CANADA),"FREMAUX, Christophe HORVATH, Philippe ROMERO, Dennis A HYNES, Alexander MOINEAU, Sylvain ROUSSEAU, Geneviève YOUNG, Joshua LEMAY, Marie-Laurence",62/488969 24.04.2017 US62/488981 24.04.2017 US62/510896 25.05.2017 US62/510914 25.05.2017 US,,(EN) METHODS AND COMPOSITIONS OF ANTI-CRISPR PROTEINS FOR USE IN PLANTS,,(EN) Methods and compositions are provided for the use of anti-CRISPR (ACR) proteins in plants including modulation of Cas endonuclease activity improvement of frequency of homologous recombination control of Cas endonuclease activity during various cell cycles spatial and/or temporal regulation of Cas endonuclease activity in plants usage in gene activation or repression as well as reduction of off-target polynucleotide cleavage.,"EP3615552

CN110891965

BR112019022201

US20200190492

WO/2018/197520",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RU448817702,2023131564,Russian Federation,01.12.2023,2834229,04.02.2025,C1,"C12Q 1/6806
					






C12Q 1/6876
					






C12Q 1/68
					






C12Q 1/686
					








C12Q 1/6806
					






C12Q 1/6876
					






C12Q 1/68
					






C12Q 1/686
					






View less classifications",,Самарина Мария Алексеевна (RU)Дивашук Михаил Георгиевич (RU)Крупин Павел Юрьевич (RU)Карлов Геннадий Ильич (RU)Баженов Михаил Сергеевич (RU)Архипов Андрей Владимирович (RU)Мирошниченко Дмитрий Николаевич (RU)Долгов Сергей Владимирович (RU)Шульга Ольга Альбертовна (RU)Клементьева Анна Александровна (RU)Тимербаев Вадим Рафаилович (RU)Samarina Mariya Alekseevna (RU)Divashuk Mikhail Georgievich (RU)Krupin Pavel Yurevich (RU)Karlov Gennadij Ilich (RU)Bazhenov Mikhail Sergeevich (RU)Arkhipov Andrej Vladimirovich (RU)Miroshnichenko Dmitrij Nikolaevich (RU)Dolgov Sergej Vladimirovich (RU)Shulga Olga Albertovna (RU)Klementeva Anna Aleksandrovna (RU)Timerbaev Vadim Rafailovich (RU),,,(EN) METHOD FOR DETECTING GBSSI GENE EDITING EVENTS IN CEREALS USING SET OF OLIGONUCLEOTIDE SEQUENCES(RU) СПОСОБ ВЫЯВЛЕНИЯ СОБЫТИЙ РЕДАКТИРОВАНИЯ ГЕНА GBSSI У ЗЕРНОВЫХ КУЛЬТУР С ПОМОЩЬЮ НАБОРА ОЛИГОНУКЛЕОТИДНЫХ ПОСЛЕДОВАТЕЛЬНОСТЕЙ,,"(EN) FIELD: biotechnology.
SUBSTANCE: present invention relates to biotechnology and genetic engineering of plants, in particular to genetic markers detecting genetic modifications of the GBSSI gene, obtained using CRISPR/Cas9 on the genome of durum wheat (Triticum durum) and winter and spring triticale (×Triticosecale).
EFFECT: invention enables detecting GBSSI gene editing events in cereals resulting from editing using the CRISPR/Cas9 system.
3 cl, 7 dwg, 1 tbl, 2 ex(RU) Настоящее изобретение относится к области биотехнологии и генной инженерии растений, в частности к генетическим маркерам, выявляющим генетические модификации гена GBSSI, полученные с использованием CRISPR/Cas9 на геноме твёрдой пшеницы (Triticum durum) и озимой и яровой тритикале (×Triticosecale). Изобретение позволяет выявлять события редактирования гена GBSSI у зерновых культур, возникающие в результате редактирования с помощью системы CRISPR/Cas9. 2 з.п. ф-лы, 7 ил., 1 табл., 2 пр.",,,04.02.2025,,,,,,
RU448817453,2023131566,Russian Federation,01.12.2023,2833964,03.02.2025,C1,"C12Q 1/6806
					






C12Q 1/6876
					






C12N 15/82
					






C12Q 1/686
					








C12Q 1/6806
					






C12Q 1/6876
					






C12N 15/82
					






C12Q 1/686
					






View less classifications",,Самарина Мария Алексеевна (RU)Дивашук Михаил Георгиевич (RU)Крупин Павел Юрьевич (RU)Карлов Геннадий Ильич (RU)Баженов Михаил Сергеевич (RU)Архипов Андрей Владимирович (RU)Мирошниченко Дмитрий Николаевич (RU)Долгов Сергей Владимирович (RU)Шульга Ольга Альбертовна (RU)Клементьева Анна Александровна (RU)Тимербаев Вадим Рафаилович (RU)Samarina Mariya Alekseevna (RU)Divashuk Mikhail Georgievich (RU)Krupin Pavel Yurevich (RU)Karlov Gennadij Ilich (RU)Bazhenov Mikhail Sergeevich (RU)Arkhipov Andrej Vladimirovich (RU)Miroshnichenko Dmitrij Nikolaevich (RU)Dolgov Sergej Vladimirovich (RU)Shulga Olga Albertovna (RU)Klementeva Anna Aleksandrovna (RU)Timerbaev Vadim Rafailovich (RU),,,(EN) METHOD FOR DETECTING RSR1 GENE EDITING EVENTS IN CEREALS USING SET OF OLIGONUCLEOTIDE SEQUENCES(RU) СПОСОБ ВЫЯВЛЕНИЯ СОБЫТИЙ РЕДАКТИРОВАНИЯ ГЕНА RSR1 У ЗЕРНОВЫХ КУЛЬТУР С ПОМОЩЬЮ НАБОРА ОЛИГОНУКЛЕОТИДНЫХ ПОСЛЕДОВАТЕЛЬНОСТЕЙ,,"(EN) FIELD: biotechnology.
SUBSTANCE: present invention relates to genetic engineering of plants, namely to genetic markers detecting genetic modifications of the RSR1 gene, obtained using CRISPR/Cas9 on genome of durum wheat (Triticum durum) and winter and spring triticale (×Triticosecale). Disclosed is a method based on carrying out a polymerase chain reaction (PCR) with oligonucleotide primers, flanking an intended editing site, with subsequent detection of PCR results using capillary electrophoresis.
EFFECT: invention enables to detect RSR1 gene editing events in cereals, which occur as a result of editing using the CRISPR/Cas9 system.
3 cl, 5 dwg, 1 tbl, 2 ex(RU) Настоящее изобретение относится к области биотехнологии и генной инженерии растений, а именно к генетическим маркерам, выявляющим генетические модификации гена RSR1, полученные с использованием CRISPR/Cas9 на геноме твердой пшеницы (Triticum durum) и озимой и яровой тритикале (×Triticosecale). Раскрыт способ, основанный на проведении полимеразной цепной реакции (ПЦР) с олигонуклеотидными праймерами, фланкирующими сайт предполагаемого редактирования, с последующей детекцией результатов ПЦР с помощью капиллярного электрофореза. Изобретение позволяет выявлять события редактирования гена RSR1 у зерновых культур, возникающие в результате редактирования с помощью системы CRISPR/Cas9. 2 з.п. ф-лы, 5 ил., 1 табл., 2 пр.",,,03.02.2025,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
RU448817452,2023131565,Russian Federation,01.12.2023,2833963,03.02.2025,C1,"C12N 15/82
					






C12Q 1/686
					






C12Q 1/6876
					






C12Q 1/6806
					








C12N 15/82
					






C12Q 1/686
					






C12Q 1/6876
					






C12Q 1/6806
					






View less classifications",,Самарина Мария Алексеевна (RU)Дивашук Михаил Георгиевич (RU)Крупин Павел Юрьевич (RU)Карлов Геннадий Ильич (RU)Баженов Михаил Сергеевич (RU)Архипов Андрей Владимирович (RU)Мирошниченко Дмитрий Николаевич (RU)Долгов Сергей Владимирович (RU)Шульга Ольга Альбертовна (RU)Клементьева Анна Александровна (RU)Тимербаев Вадим Рафаилович (RU)Samarina Mariya Alekseevna (RU)Divashuk Mikhail Georgievich (RU)Krupin Pavel Yurevich (RU)Karlov Gennadij Ilich (RU)Bazhenov Mikhail Sergeevich (RU)Arkhipov Andrej Vladimirovich (RU)Miroshnichenko Dmitrij Nikolaevich (RU)Dolgov Sergej Vladimirovich (RU)Shulga Olga Albertovna (RU)Klementeva Anna Aleksandrovna (RU)Timerbaev Vadim Rafailovich (RU),,,(EN) METHOD FOR DETECTING ISA1 GENE EDITING EVENTS IN CEREALS USING SET OF OLIGONUCLEOTIDE SEQUENCES(RU) СПОСОБ ВЫЯВЛЕНИЯ СОБЫТИЙ РЕДАКТИРОВАНИЯ ГЕНА ISA1 У ЗЕРНОВЫХ КУЛЬТУР С ПОМОЩЬЮ НАБОРА ОЛИГОНУКЛЕОТИДНЫХ ПОСЛЕДОВАТЕЛЬНОСТЕЙ,,"(EN) FIELD: biotechnology.
SUBSTANCE: present invention relates to genetic engineering of plants, namely to genetic markers detecting genetic modifications of the ISA1 gene, obtained using CRISPR/Cas9 on genome of durum wheat (Triticum durum) and winter and spring triticale (×Triticosecale). Disclosed is a method based on carrying out a polymerase chain reaction (PCR) with oligonucleotide primers, flanking an intended editing site, with subsequent detection of PCR results using capillary electrophoresis.
EFFECT: invention enables to detect ISA1 gene editing events in cereals arising from editing using the CRISPR/Cas9 system.
3 cl, 7 dwg, 1 tbl, 2 ex(RU) Настоящее изобретение относится к области биотехнологии и генной инженерии растений, а именно к генетическим маркерам, выявляющим генетические модификации гена ISA1, полученные с использованием CRISPR/Cas9 на геноме твердой пшеницы (Triticum durum) и озимой и яровой тритикале (×Triticosecale). Раскрыт способ, основанный на проведении полимеразной цепной реакции (ПЦР) с олигонуклеотидными праймерами, фланкирующими сайт предполагаемого редактирования, с последующей детекцией результатов ПЦР с помощью капиллярного электрофореза. Изобретение позволяет выявлять события редактирования гена ISA1 у зерновых культур, возникающие в результате редактирования с помощью системы CRISPR/Cas9. 2 з.п. ф-лы, 7 ил., 1 табл., 2 пр.",,,03.02.2025,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
