Application Id,Application Number,Office,Application Date,Publication Number,Publication Date,Publication Kind,IPC,CPC,Applicants,Inventors,Priority Data,Title,Abstract,Related Patent Documents,Grant Number,Grant Date,Agents,Designated States
CN205489033,201710506972,China,06.09.2013,107267524,20.10.2017,B,"C12N 15/29
					






C12N 5/10
					








C12N 15/29
					






C12N 5/10
					






View less classifications","C07K 14/415
					






C12N 15/8213
					






C12N 15/8241
					








C07K 14/415
					






C12N 15/8213
					






C12N 15/8241
					






View less classifications",DOW AGROSCIENCES LLC美国陶氏益农公司,COGAN NOELN·科根FORSTER JOHNJ·福斯特HAYDEN MATTHEWM·海登SAWBRIDGE TIMT·索布里奇SPANGENBERG GERMANG·斯潘根伯格WEBB STEVEN RS·R·韦布GUPTA MANJUM·古普塔AINLEY W MIKEW·M·安利HENRY MATTHEW JM·J·亨利MASON JOHNJ·梅森KUMAR SANDEEPS·库马尔NOVAK STEPHENS·诺瓦克,"61/697,882 07.09.2012 US",(EN) Engineered transgene integration platform (ETIP) for gene targeting and trait stacking(ZH) 用于基因打靶和性状堆叠的工程化转基因整合平台(ETIP),"(EN) An Engineered Transgene Integration Platform (ETIP) is described that can be inserted randomly or at targeted locations in plant genomes to facilitate rapid selection and detection of a GOI that is perfectly targeted (both the 5' and 3' ends) at the ETIP genomic location. One element in the subject disclosure is the introduction of specific double stranded breaks within the ETIP. In some embodiments, an ETIP is described using zinc finger nuclease binding sites, but may utilize other targeting technologies such as meganucleases, CRISPRs, TALs, or leucine zippers. Also described are compositions of, and methods for producing, transgenic plants wherein the donor or payload DNA expresses one or more products of an exogenous nucleic acid sequence (e.g. protein or RNA) that has been stably-integrated into an ETIP in a plant cell. In embodiments, the ETIP facilitates testing of gene candidates and plant expression vectors from ideation through Development phases.(ZH) 本申请描述了用于基因打靶和性状堆叠的工程化转基因整合平台(ETIP)，它能在植物基因组中随机地或在靶定位置处插入，从而推动快速选择和检测完美靶定(5'和3'端二者)在ETIP基因组位置处的GOI。本公开文本中的一个要件是在ETIP内引入特定双链断裂。在一些实施方案中，描述了一种ETIP，它使用锌指核酸酶结合位点，但是可利用其它靶向技术，诸如大范围核酸酶、CRISPR、TAL、或亮氨酸拉链。还描述了转基因植物的组合物和用于生成转基因植物的方法，其中供体或有效载荷DNA表达稳定整合入植物细胞中ETIP的外源核酸序列的一种或多种产物(例如蛋白质或RNA)。在多个实施方案中，从构思贯穿开发阶段，ETIP推动测试基因候选和植物表达载体。","EP2893025

JP2015531598

US20140090113

WO/2014/039872

RU0002666916

CN104838001

BR112015004848

AU2013312352

RU0002666916

AR092479

KR1020150046345

CA2883792

IL237534

NZ705675

CL2015000565

IN2249/DELNP/2015

UAa201503063This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.",107267524,24.08.2021,北京坤瑞律师事务所 11494,
CN396410152,202211452218,China,21.11.2022,115896332,04.04.2023,A,"C12Q 1/6895
					






C12Q 1/6844
					






C12Q 1/6806
					






C12R 1/77
					








C12Q 1/6895
					






C12Q 1/6844
					






C12Q 1/6806
					






C12R 1/77
					






View less classifications","Y02A 50/30
					








Y02A 50/30
					






View less classifications",JILIN UNIVERSITY吉林大学,WANG DI王迪LI YINGCHUN李迎春HU QINGZHI胡青织ZHANG YAQIN张雅琴GUO HANGYU郭航宇WANG JIASI王佳思LU JIAHUI逯家辉YANG JIAQI杨家奇HUANG SHIQI黄诗琪,,(EN) Visual detection method of fusarium solanum based on CRISPR/Cas12 and LAMP(ZH) 一种基于CRISPR/Cas12和LAMP的温和镰孢菌可视化检测方法,"(EN) The invention discloses a fusarium solanum visual detection method based on CRISPR/Cas12 and LAMP, the detection speed is improved by optimizing enzyme digestion reaction conditions, the LAMP and CRISPR/Cas12 are combined to improve the specificity and sensitivity, the detection result is visualized based on AuNP, the method is simpler, more convenient and quicker, and the specificity is stronger; the detection limit of plasmids containing target genes is 10 < 2 > copies/microliter, the detection limit of target bacteria is 10 <-8> ng/microliter, and the method has the characteristic of visualization, solves the problems of complexity, long time consumption, high requirements on instruments and equipment and the like of a traditional detection method, and has huge potential in field detection application of crop pathogenic bacteria.(ZH) 本发明公开了一种基于CRISPR/Cas12和LAMP的温和镰孢菌可视化检测方法，通过优化酶切反应条件提高检测速度，并结合LAMP与CRISPR/Cas以提高特异性和灵敏度，基于AuNP使检测结果可视化，且更为简便快速，特异性更强：利用多条引物扩增目的基因组的特异区域，确保扩增的准确性，检测限较低：含有目的基因的质粒检测限为10<supgt;2</supgt;copies/μL、目标菌的检测限为10<supgt;‑8</supgt;ng/μL，且具有可视化的特点，解决了传统检测方法复杂、耗时长、仪器设备要求高等问题，在农作物病原菌现场检测应用中具有巨大潜力。",,,,沈阳一诺君科知识产权代理事务所(普通合伙) 21266,
CN231672513,201810384373,China,26.04.2018,108588128,28.09.2018,A,"C12N 15/90
					






A01H 5/00
					






A01H 6/54
					








C12N 15/90
					






A01H 5/00
					






A01H 6/54
					






View less classifications","C12N 15/90
					






C12N 2800/80
					






C12N 2810/10
					








C12N 15/90
					






C12N 2800/80
					






C12N 2810/10
					






View less classifications",NANCHANG UNIVERSITY南昌大学,WANG DONG王东TANG YAJUN唐雅君HE REQING贺热情ZHU YOULIN朱友林,,(EN) Construction method and application of high-efficiency soybean CRISPR/Cas9 system(ZH) 一种高效率大豆CRISPR/Cas9系统的构建方法及应用,"(EN) The invention discloses a construction method and an application of the high-efficiency soybean CRISPR/Cas9 system. Staphylococus aureus Cas9 protein undergoes split expression; and in order to improve editing efficiency and broad spectrum, a soybean SaCas9 editing system is constructed. According to the construction method provided by the invention, a low-efficiency editing system is transformedinto the high-efficiency editing system, so that the application scope of editing soybean genome is widened, and meanwhile, a new thought is provided for solving a problem on crop genome editing efficiency in the future.(ZH) 本发明公开了一种高效率大豆CRISPR/Cas9系统的构建方法及应用，将Staphylococcus aureus Cas9蛋白进行拆分表达，为了提高对大豆基因组的编辑效率及广谱性，构建了大豆SaCas9编辑系统。本发明将一个低效率的编辑系统转变为高效率编辑系统，不仅拓展了编辑大豆基因组的应用广度，也为今后解决农作物基因组编辑效率的问题上提供新思路。",,,,江苏圣典律师事务所 32237,
CN403180578,202310275730,China,16.03.2023,116426565,14.07.2023,A,"C12N 15/84
					






C12N 15/113
					






C12N 15/53
					






A01H 5/00
					






A01H 6/34
					








C12N 15/84
					






C12N 15/113
					






C12N 15/53
					






A01H 5/00
					






A01H 6/34
					






View less classifications","C12N 15/8205
					






C12N 15/8218
					






C12N 15/1137
					






C12N 9/001
					






C12Y 103/99
					






Y02A 50/30
					








C12N 15/8205
					






C12N 15/8218
					






C12N 15/1137
					






C12N 9/001
					






C12Y 103/99
					






Y02A 50/30
					






View less classifications","WUHAN ACADEMY OF AGRICULTURAL SCIENCES武汉市农业科学院HAINAN SANYA CROP BREEDING EXPERIMENTAL CENTER, XINJIANG ACADEMY OF AGRICULTURAL SCIENCES新疆农业科学院海南三亚农作物育种试验中心HAMIMELON RESEARCH CENTER, XINJIANG ACADEMY OF AGRICULTURAL SCIENCES新疆农业科学院哈密瓜研究中心",WANG ZHUANRONG王转茸WAN LILI万丽丽TANG MI汤谧ZHANG XUEJUN张学军REN JIAN任俭ZHANG NA张娜ZENG HONGXIA曾红霞SUN YUHONG孙玉宏XIONG JIANSHUN熊建顺,,(EN) Vector suitable for muskmelon CRISPR/Cas9 gene editing system and application thereof(ZH) 一种适用于甜瓜CRISPR/Cas9基因编辑系统的载体及其应用,"(EN) The invention relates to the technical field of gene editing, in particular to a vector suitable for muskmelon CRISPR/Cas9 gene editing and application of the vector. A pYLCas9PubiB vector promoter is modified into'pAtUBQ10 + SV40NLS ', 'Cas9 + SV40NLS + NOS (t)' elements are replaced by'AtCas9 + SV40NLS + HSP (t) 'on a pMODA0501 vector, then a pAtU6-26 promoter, a BsaI restriction enzyme cutting site of 2X, gRNA-sc and an AtU6-1 (t) terminator are sequentially added to an Asc restriction enzyme cutting site, so that the vector can be suitable for a vector for CRISPR/Cas9 gene editing of the muskmelon, and when a visual element is not added, the editing efficiency in the muskmelon can reach 3.23%, so that the vector can be applied to the CRISPR/ After the visual element is added, the editing efficiency can reach 2.08%, and the research lays a foundation for perfectly optimizing the application of the pYLCas9PubiB vector in the muskmelon and further improving the gene editing efficiency of the muskmelon.(ZH) 本发明涉及基因编辑技术领域，具体涉及一种适用于甜瓜CRISPR/Cas9基因编辑的载体及其应用。本发明通过将pYL_Cas9Pubi_B载体启动子修改为“pAtUBQ10+SV40NLS”，“Cas9+SV40NLS+NOS(t)”元件替换为pMOD_A0501载体上的“AtCas9+SV40NLS+HSP(t)”，之后在Asc酶切位点处按顺序加入pAtU6‑26启动子、2X的BsaI酶切位点、gRNA‑sc和AtU6‑1(t)终止子，使其能够适用于甜瓜CRISPR/Cas9基因编辑的载体，且当其不添加可视化元件时，在甜瓜中的编辑效率可达到3.23％，添加可视化元件后，其编辑效率可达到2.08％，该研究对于完善优化pYL_Cas9Pubi_B载体在甜瓜中的应用并为进一步提高甜瓜的基因编辑效率奠定了基础。",,,,武汉河山金堂专利事务所(普通合伙) 42212,
CN425949417,202311663304,China,06.12.2023,117660524,08.03.2024,A,"C12N 15/84
					






C12N 15/113
					






C12N 15/29
					






C07K 14/415
					






A01H 5/10
					






A01H 6/46
					






View more classifications
							






C12N 15/84
					






C12N 15/113
					






C12N 15/29
					






C07K 14/415
					






A01H 5/10
					






A01H 6/46
					






C12N 1/21
					






C12R 1/01
					






View less classifications","C12N 15/8245
					






C12N 15/8261
					






C12N 15/113
					






C07K 14/415
					






C12N 2310/20
					








C12N 15/8245
					






C12N 15/8261
					






C12N 15/113
					






C07K 14/415
					






C12N 2310/20
					






View less classifications","INSTITUTE OF CROP SCIENCE, CHINESE ACADEMY OF AGRICULTURAL SCIENCES中国农业科学院作物科学研究所",LIU CHANGLIN刘昌林XIE CHUANXIAO谢传晓MA MINGZHENG马铭政ZHU JINJIE朱金洁QI XIANTAO祁显涛XU XIAOJIE徐孝洁HUANG JING黄晶,,(EN) Method for creating sweet corn germplasm by using gene editing technology(ZH) 利用基因编辑技术创制甜玉米种质的方法,"(EN) The invention discloses a method for creating sweet corn germplasm by using a gene editing technology. Specifically, the invention discloses an application of a protein with an amino acid sequence of SEQ ID No.2 in preparation of corn with a corn grain shape changed to a sweet corn grain shape. According to the invention, the ZmBT1 gene is knocked out by designing sgRNA (SEQ ID No.4) and a CRISPR/Cas9 gene editing carrier of the sgRNA according to the characteristic that the ZmBT1 gene regulates and controls the corn grain morphology and genome targeted editing of a CRISPR/Cas9 system. Experiments prove that by reducing the expression quantity of the ZmBT1 gene, the taste sweetness of the corn kernels can be remarkably increased, the yellow strength of the corn kernels can be reduced, the endosperm shrinkage degree of the corn kernels can be increased, the corn kernel form is changed to the sweet corn kernel form, and then the sweet corn germplasm is created. The method is of great significance to cultivation of new sweet corn varieties and promotion of commercial sweet corn breeding process.(ZH) 本发明公开了利用基因编辑技术创制甜玉米种质的方法。具体地公开了氨基酸序列为SEQ ID No.2的蛋白质在制备玉米籽粒形态向甜玉米籽粒形态改变的玉米中的应用。本发明利用ZmBT1基因调控玉米籽粒形态的特点及CRISPR/Cas9系统的基因组靶向编辑，通过设计sgRNA(SEQ ID No.4)及其CRISPR/Cas9基因编辑载体来敲除ZmBT1基因。实验证明，通过降低ZmBT1基因的表达量，可显著增加玉米籽粒的口感甜度，降低玉米籽粒黄色强度，增加玉米籽粒胚乳皱缩程度，使玉米籽粒形态向甜玉米籽粒形态改变，进而创制甜玉米种质。本发明对于培育甜玉米新品种、促进商业化甜玉米育种进程、具有重要意义。",,,,北京纪凯知识产权代理有限公司 11245,
CN436471015,202410656891.X,China,24.05.2024,118360297,19.07.2024,A,"C12N 15/29
					






C12N 15/84
					






C12N 15/113
					






A01H 5/10
					






A01H 6/20
					








C12N 15/29
					






C12N 15/84
					






C12N 15/113
					






A01H 5/10
					






A01H 6/20
					






View less classifications","C07K 14/415
					






C12N 15/8261
					






C12N 15/113
					






C12N 2310/20
					








C07K 14/415
					






C12N 15/8261
					






C12N 15/113
					






C12N 2310/20
					






View less classifications",HUAZHONG AGRICULTURAL UNIVERSITY华中农业大学,DAI CHENG戴成ZHU TIANYU朱天宇MA CHAOZHI马朝芝,,(EN) Method for creating high-yield rape germplasm by editing BnaIAA10 by using CRISPR/Cas9(ZH) 利用CRISPR/Cas9编辑BnaIAA10创制高产油菜种质的方法,"(EN) The invention relates to a method for creating a high-yield rape germplasm by editing BnaIAA10 by using CRISPR/Cas9. The BnaIAA10 gene is specifically knocked out from the brassica napus, different BnaIAA10 editing type single plants are obtained, and the seed size of the BnaIAA10 editing type single plants is remarkably increased compared with that of wild type single plants; according to the method, a new germplasm resource is provided for high-yield breeding of the brassica napus, meanwhile, the breeding efficiency is greatly improved, and the breeding process is greatly accelerated. The BnaIAA10 is directionally mutated by using a CRISPR/Cas9 system to obtain the brassica napus with improved yield and stable inheritance. The method lays a foundation for expanding cultivation and basic research of new rape varieties, and has important theoretical and practical significance.(ZH) 本发明涉及利用CRISPR/Cas9编辑BnaIAA10创制高产油菜种质的方法。本发明在甘蓝型油菜中特异性敲除BnaIAA10基因，获得不同的BnaIAA10编辑类型单株，其种子大小比野生型显著增加；即利用CRISPR/Cas9系统定向突变BnaIAA10获得产量提高且稳定遗传的甘蓝型油菜的方法为甘蓝型油菜高产育种提供了新的种质资源，同时极大提高育种效率，大大加快育种进程；为扩大油菜新品种的培育和基础研究奠定基础，具有重要的理论和实践意义。",,,,武汉集源知识产权代理事务所(普通合伙) 42316,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
CN355398691,202110871825,China,30.07.2021,114164208,11.03.2022,A,"C12N 15/113
					






C12N 15/84
					






A01H 5/02
					






A01H 6/54
					








C12N 15/113
					






C12N 15/84
					






A01H 5/02
					






A01H 6/54
					






View less classifications","C12Q 1/6895
					






C12Q 1/686
					






C12Q 2600/156
					






C12Q 2600/13
					






C07K 14/415
					






C12N 15/113
					






View more classifications
							






C12Q 1/6895
					






C12Q 1/686
					






C12Q 2600/156
					






C12Q 2600/13
					






C07K 14/415
					






C12N 15/113
					






C12N 15/8218
					






C12N 15/8289
					






C12N 2310/20
					






View less classifications",ANHUI AGRICULTURAL UNIVERSITY安徽农业大学CROP SCIENCE RESEARCH INSTITUTE OF CHINESE ACADEMY OF AGRICULTURAL SCIENCES中国农业科学院作物科学研究所,WANG XIAOBO王晓波QIU LIJUAN邱丽娟CHENG ANDONG程安东LI JIAJIA李佳佳ZHAO DUO赵夺ZHANG WENMING张文明,,(EN) Gene editing sequence and method for creating soybean nuclear male sterile line(ZH) 一种创制大豆细胞核雄性不育系的基因编辑序列及方法,"(EN) The invention relates to the technical field of genetic breeding, in particular to a gene editing sequence for creating a soybean nuclear male sterile line by using a CRISPR/Cas9 gene editing technology and a creation method using the sequence. A CRISPR-Cas9 gene editing technology is utilized to edit GmNACK2 through a specific target spot, a nuclear male sterile line is created, and the major breeding problems that soybean hybridization is difficult, the natural outcrossing rate is increased and the like are effectively solved. The method plays an important role in soybean genetic improvement and soybean yield increase.(ZH) 本发明涉及遗传育种技术领域，尤其涉及一种利用CRISPR/Cas9基因编辑技术创制大豆细胞核雄性不育系的基因编辑序列及利用该序列的创制方法。利用CRISPR‑Cas9基因编辑技术通过特定靶点对GmNACK2进行编辑，创制细胞核雄性不育系，有效解决了大豆杂交困难，增加天然异交率等育种重大难题。在大豆遗传改良和提高大豆产量中具有重要的作用。",CN114164289,,,合肥和瑞知识产权代理事务所(普通合伙) 34118,2021104269816 20.04.2021 CN
CN438240768,202410753434,China,12.06.2024,118531031,23.08.2024,A,"C12N 15/70
					






C12N 15/90
					






C07K 14/195
					






C12N 9/22
					






C12N 15/113
					






C12N 15/31
					






View more classifications
							






C12N 15/70
					






C12N 15/90
					






C07K 14/195
					






C12N 9/22
					






C12N 15/113
					






C12N 15/31
					






C12R 1/19
					






View less classifications","C12N 15/70
					






C12N 15/902
					






C07K 14/195
					






C12N 9/22
					






C12N 15/113
					






C12N 2310/20
					






View more classifications
							






C12N 15/70
					






C12N 15/902
					






C07K 14/195
					






C12N 9/22
					






C12N 15/113
					






C12N 2310/20
					






C12R 2001/19
					






View less classifications",HENAN VOCATIONAL COLLEGE OF AGRICULTURE河南农业职业学院HENAN AGRICULTURAL UNIVERSITY河南农业大学HENAN INSTITUTE OF SCIENCE & TECHNOLOGY河南科技学院,CHEN SHICHANG陈世昌YANG YANQING杨艳青QIU LIYOU邱立友ZHANG CHAOHUI张朝辉HUA JUN化军SUN WENYING孙文英,,(EN) Single-stranded DNA binding protein mediated in-vitro CRISPR/Cas9 gene editing method and application thereof(ZH) 单链DNA结合蛋白介导的体外CRISPR/Cas9基因编辑方法及其应用,"(EN) The invention belongs to the technical field of biology, and relates to an in-vitro gene editing method, in particular to an in-vitro CRISPR/Cas9 gene editing method mediated by single-stranded DNA binding protein and application of the in-vitro CRISPR/Cas9 gene editing method. According to the application, CRISPR-Cas9 nucleoprotein (RNP) of an escherichia coli lacZ gene in a targeted plasmid and escherichia coli SSB are incubated together with the plasmid, homologous recombination fragments are added or not added, quantitative PCR is adopted to detect the number of plasmids subjected to homologous recombination and non-homologous recombination gene editing, whether the escherichia coli SSB can catalyze homologous recombination and non-homologous recombination in vitro to repair RNP-mediated DSB or not is detected, and whether the RNP-mediated DSB is repaired or not is judged. And in-vitro gene editing is realized.(ZH) 本发明属于生物技术领域，涉及体外基因编辑的方法，特别是指单链DNA结合蛋白介导的体外CRISPR/Cas9基因编辑方法及其应用。本申请将靶向质粒中大肠杆菌lacZ基因的CRISPR‑Cas9核蛋白（Ribonucleoproteins，RNP）和大肠杆菌SSB与质粒一起孵育，添加或不添加同源重组片段，采用定量PCR检测发生同源重组和非同源重组基因编辑的质粒数量，检测大肠杆菌SSB能否在体外催化同源重组和非同源重组修复RNP介导的DSB，实现体外基因编辑。",,,,郑州优盾知识产权代理有限公司 41125,
