Application Id,Application Number,Publication Number,Publication Date,IPC,CPC,Applicants,Inventors,Agents,Priority Data,Address Picture,Title,Abstract,Related Patent Documents,Office,Application Date,Publication Kind,Grant Number,Grant Date,Publication Language,F-term,FI
MX283331777,2019007546,2019007546,24.10.2019,"A01H 1/06
					








A01H 1/06
					






View less classifications","A01H 1/06
					





CN295349933,201911380897,111139262,12.05.2020,"C12N 15/83
					






A01H 5/10
					








C12N 15/83
					






A01H 5/10
					






View less classifications","C07K 14/415
					






C12N 15/8218
					








C07K 14/415
					






C12N 15/8218
					






View less classifications",HORTICULTURE INSTITUTE OF XINJIANG ACADEMY OF AGRICULTURAL SCIENCE新疆农业科学院园艺作物研究所,TANG YAPING唐亚萍YANG TAO杨涛WANG BAIKE王柏柯YANG SHENGBAO杨生保LI NING李宁WANG JUAN王娟ZHANG GUORU张国儒PATIGULI AISIMUTUOLA帕提古丽·艾斯木托拉YU QINGHUI余庆辉,广州嘉权专利商标事务所有限公司 44205,,,(EN) CRISPR-mediated system for rapidly detecting function of plant gene(ZH) 一种CRISPR介导的快速检测植物基因功能的系统,"(EN) The invention discloses a CRISPR-mediated system for rapidly detecting the function of a plant gene. The system is characterized in that a recombinant virus vector containing a target gene gRNA sequence is transferred into a Cas protein transgenic plant. The invention overcomes the technical defect that at least two to three generations of plant growth cycle are needed to obtain a homozygous mutant by adopting a CRISPR/Cas system in the prior plant research field, and provides a system capable of rapidly researching the function of a plant gene. A recombinant virus vector containing a gRNA sequence is transferred into a transgenic plant into which a Cas gene is transferred, so that the function of a target gene can be detected at the current generation. In addition, the recombinant virus vector containing the gRNA sequence is transferred, an sgRNA is formed in an infected plant, the Cas9 is guided to cut the target gene, and the seed subjected to gene mutation can be obtained, so thatexperiment time consumption and probability of miss failure are greatly shortened.(ZH) 本发明公开了一种CRISPR介导的快速检测植物基因功能的系统，其特征在于，在Cas蛋白转基因植株中转入含有目的基因gRNA序列的重组病毒载体。本发明克服了现有植物研究领域中采用CRISPR/Cas系统要得到纯合突变体至少需要通过两到三代的植物生长周期的技术缺陷，提供了一种可以快速研究植物基因功能的系统，通过在已经转入Cas基因的转基因植株中转入含有gRNA序列的重组病毒载体，可以于当代检测目的基因的功能；并且由于转入了含有gRNA序列的重组病毒载体，在受感染植株体内形成sgRNA，引导Cas9对目标基因进行切割，有机会获得基因突变的种子，大大缩短了实验耗时和脱靶失败的概率。",,China,27.12.2019,A4,,,,,
CN193003211,201610197563,106434737,22.02.2017,"C12N 15/82
					








C12N 15/82
					






View less classifications","C12N 15/8216
					






C12N 2800/80
					






C12N 2810/10
					








C12N 15/8216
					






C12N 2800/80
					






C12N 2810/10
					






View less classifications","INNER MONGOLIA ZHONGKE ZHENGBIAO BIOTECHNOLOGY CO., LTD.",ZHANG YESHENGZHANG RUHAO ZHIQIANGLI ZHEN,,2015101560575 03.04.2015 CN,,(EN) CRISPR/Cas9 technology-based monocotyledon gene knockout vector and application thereof(ZH) 基于CRISPR/Cas9技术的单子叶植物基因敲除载体及其应用,"(EN) The invention discloses a CRISPR/Cas9 technology-based plant gene knockout vector and an application thereof. The plant gene knockout vector is monocotyledon CRISPR/Cas9 knockout vector pCAMBIA1300DM-OsU3(BspQ I)-Cas9, and contains a BspQ I insertion site. The CRISPR/Cas9 plant knockout binary vector pCAMBIA1300DM-OsU3(BspQ I)-Cas9 commonly constructed by an sgRNA-OsU3 sequence composed of the BspQ I insertion site and a 2x35s-hSpCas9-ter sequence can realize high-efficiency rapid construction of the monocotyledon gene knockout vector through a one-step restriction and ligation method; and the CRISPR/Cas9 knockout vector pCAMBIA1300DM-OsU3(BspQ I)-Cas9 has the characteristics of high targeting efficiency and low off-target efficiency, and can be applied to plant target gene knockout or applied to plant gene editing in a kit form.(ZH) 本发明公开了一种基于CRISPR/Cas9技术的植物基因敲除载体及其应用，该植物基因敲除载体为单子叶植物CRISPR/Cas9敲除载体pCAMBIA1300DM‑OsU3(BspQ I)‑Cas9，其中含有BspQ I的插入位点。本发明的有益效果在于：由BspQ I插入位点组成的sgRNA‑OsU3结构序列与2x35s‑hSpCas9‑ter序列共同构建的CRISPR/Cas9植物敲除的双元载体pCAMBIA1300DM‑OsU3(BspQ I)‑Cas9，能够通过一步酶切连接的方法来实现高效、快速构建单子叶植物基因敲除载体的目的；本发明提供的CRISPR/Cas9敲除载体pCAMBIA1300DM‑OsU3(BspQ I)‑Cas9，具有打靶效率高、脱靶效率低的特点，能够应用于植物靶基因的敲除或者以试剂盒的形式应用于植物基因编辑。",,China,31.03.2016,A,,,,,
CN238462212,201811452765,109354615,19.02.2019,"C07K 14/415
					






C12N 15/29
					






C12N 15/82
					






C12N 15/113
					






A01H 5/00
					






A01H 6/46
					








C07K 14/415
					






C12N 15/29
					






C12N 15/82
					






C12N 15/113
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8218
					






C12N 15/8289
					






C12N 2310/10
					






C12N 2310/20
					








C07K 14/415
					






C12N 15/8218
					






C12N 15/8289
					






C12N 2310/10
					






C12N 2310/20
					






View less classifications","INSTITUTE OF GENETICS AND DEVELOPMENTAL BIOLOGY, CHINESE ACADEMY OF SCIENCES中国科学院遗传与发育生物学研究所",CHENG ZHUKUAN程祝宽ZHAO TINGTING赵婷婷LI YAFEI李亚非TANG DING唐丁SHEN YI沈懿DU GUIJIE杜桂杰,北京纪凯知识产权代理有限公司 11245北京纪凯知识产权代理有限公司 11245,,,(EN) Application of LEPTO1 and encoded protein thereof in rice fertility control(ZH) LEPTO1及其编码蛋白在水稻育性控制中的应用,"(EN) The invention discloses an application of LEPTO1 protein and the encoded gene thereof in regulating and controlling male fertility of plants. The present invention provides the use of a substance which inhibits the activity and/or level of LEPTO1 protein in the cultivation of male sterile plants, or a substance for inhibiting or reducing the expression of the LEPTO1 protein coding gene in the cultivation of male sterile plants. The inventors of the present invention apply a genetic editing technology to knock out the CRISPR-Cas9 gene in wild-type rice, which causes the development of pollen mother cells to stagnate in the pre-filament line stage and lead to chromosome degradation and final pollen abortion. The site-specific mutation LEPTO1 protein coding gene can be used for rice fertilitycontrol and hybrid seed production in combination with a tissue-specific gene knock-out technology, so that the method has important significance in rice breeding and can provide important biologicalresources for increasing rice yield and improving rice quality.(ZH) 本发明公开了LEPTO1蛋白及其编码基因在调控植物雄性育性中的应用。本发明提供了抑制LEPTO1蛋白活性和/或水平的物质在培育雄性不育植物中的应用；或抑制或降低LEPTO1蛋白编码基因表达的物质在培育雄性不育植物中的应用。本发明的发明人，通过CRISPR‑Cas9基因编辑技术在野生型水稻中敲除该基因可以造成花粉母细胞的发育停滞在前细线期，并导致染色体降解及最终的花粉败育。结合采用组织特异性基因敲除技术定点突变LEPTO1蛋白编码基因可以用于水稻育性控制和杂交种子生产，因此本发明在水稻育种上具有重要意义，可以为增加水稻产量、提高水稻品质提供重要生物资源。",,China,30.11.2018,A,109354615,03.11.2020,,,
US176141970,15025690,20160237451,18.08.2016,"C12N 15/82
					






C12N 15/11
					






C12N 9/22
					








C12N 15/82
					






C12N 15/11
					






C12N 9/22
					






View less classifications","C12N 15/8283
					








C12N 15/8283
					






View less classifications",REGENTS OF THE UNIVERSITY OF MINNESOTA,Daniel F. VoytasNicholas J. BaltesAaron W. Hummel,,,,(EN) CONFERRING RESISTANCE TO GEMINIVIRUSES IN PLANTS USING CRISPR/CAS SYSTEMS,"(EN) 
Materials and methods for conferring geminivirus resistance to plants, and particularly to materials and methods for using CRISPR/Cas systems to confer resistance to geminiviruses to plants.",,United States of America,30.09.2014,B,,,,,
KR414658869,1020230059159,1020230156665,14.11.2023,"C12N 15/10
					






C12N 15/113
					






C12N 15/63
					






C12N 9/22
					








C12N 15/10
					






C12N 15/113
					






C12N 15/63
					






C12N 9/22
					






View less classifications","C12N 15/102
					






C12N 15/113
					






C12N 15/63
					






C12N 9/22
					






C12N 2310/20
					








C12N 15/102
					






C12N 15/113
					






C12N 15/63
					






C12N 9/22
					






C12N 2310/20
					






View less classifications",중앙대학교 산학협력단CHUNG ANG UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,LEE SANG JUNKIM HYUN JULIM SE RA이상준LEE HO JOUNG김현주임세라이호중,특허법인정진,1020220056271 06.05.2022 KR,,(EN) SOPHISTICATED MULTIPLEX GENOME EDITING METHOD USING CRISPR-CAS9 AND USES THEREOF(KO) CRISPR-Cas9을 이용한 정교한 다중 유전체 편집 방법 및 이의 용도,"(EN) The present invention relates to a single nucleotide-level multiplex genome editing method based on the CRISPR-Cas9 system and uses thereof. The CRISPR system using oligonucleotide-induced mutation and 5'-terminal truncated sgRNA, according to the present invention, achieves a significant genome editing effect on target DNA of up to three different genes in the same genome. Thus, the CRISPR system of the present invention is expected to be used in a wide range of fields such as a composition for gene correction using gene scissors, screening at the genome level, development of a composition for the treatment of various diseases including cancer, disease diagnosis or imaging, development of transgenic plants, and the like. COPYRIGHT KIPO 2024(KO) 본 발명은 CRISPR-Cas9 시스템을 기반으로 한 단일 뉴클레오타이드 수준의 다중 유전체 편집 방법과 그 용도에 관한 것으로, 본 발명에 따른 올리고뉴클레오타이드-유도 돌연변이 및 5′-말단 절단(truncated) sgRNA를 이용한 CRISPR 시스템은 동일한 유전체에서 서로 다른 최대 3개 유전자의 표적 DNA에 유의적인 유전체 편집 효과를 달성하는 바, 본 발명의 CRISPR 시스템은 유전자 가위를 이용한 유전자 교정용 조성물, 유전체 수준의 스크리닝, 암을 비롯한 다양한 질병의 치료제, 질병 진단 또는 이미징용 조성물 개발, 형질전환동식물 개발 등의 폭넓은 분야에 이용될 수 있을 것으로 기대된다.",,Republic of Korea,08.05.2023,A1,,,,,
CA361444529,3158897,3158897,06.05.2021,"C12N 9/22
					






C12N 15/11
					






C12N 15/113
					






C12N 15/55
					






C12N 15/63
					






C12N 15/90
					








C12N 9/22
					






C12N 15/11
					






C12N 15/113
					






C12N 15/55
					






C12N 15/63
					






C12N 15/90
					






View less classifications","C12N 9/22
					






C12Y 305/04002
					






C12N 2310/20
					






C07K 2319/70
					






C07K 2319/85
					






C07K 2319/80
					






View more classifications
							






C12N 9/22
					






C12Y 305/04002
					






C12N 2310/20
					






C07K 2319/70
					






C07K 2319/85
					






C07K 2319/80
					






C07K 2319/40
					






C12N 15/8213
					






C12N 15/102
					






C12N 9/78
					






C12N 15/113
					






View less classifications","PAIRWISE PLANTS SERVICES, INC.","KIM, YONGJOO",,"62/927,914 30.10.2019 US",,(EN) TYPE V CRISPR-CAS BASE EDITORS AND METHODS OF USE THEREOF(FR) EDITEURS A BASE DE CRISPR-CAS DE TYPE V ET METHODES D'UTILISATION DE CEUX-CI,"(EN) This invention relates to Type V CRISPR-Cas effector proteins, deaminases, and fusion and recruiting nucleic acid constructs thereof. The invention further relates methods of targeted nucleic acid modification utilizing the same. One aspect of the invention provides a method of modifying a target nucleic acid, the method comprising contacting the target nucleic acid with: (a) a Type V CRISPR-Cas effector protein; (b) a deaminase, optionally wherein the target nucleic acid is contacted with two or more deaminase; and(c) a guide nucleic acid, wherein the deaminase is recruited to the Type V CRISPR-Cas effector protein (e.g., recruited via a protein to protein interaction, RNA to protein interaction, and/or chemical interaction), thereby modifying the target nucleic acid, optionally wherein the Type V CRISPR-Cas effector protein, the deaminase and guide nucleic acid are co-expressed.(FR) L'invention concerne des protéines effectrices CRISPR-Cas de type V, des désaminases et des constructions d'acides nucléiques de fusion et de recrutement de celles-ci. L'invention concerne en outre des procédés de modification ciblée d'acide nucléique l'utilisant. Un aspect de l'invention concerne un procédé de modification d'un acide nucléique cible, le procédé comprenant la mise en contact de l'acide nucléique cible avec : (A) une protéine effectrice CRISPR-Cas de type V; (b) une désaminase, l'acide nucléique cible étant mis éventuellement en contact avec deux désaminase ou plus; et (c) un acide nucléique de guidage, la désaminase étant recrutée à la protéine effectrice CRISPR-Cas de type V (par exemple, recrutée par l'intermédiaire d'une interaction protéine-protéine, d'une interaction ARN-protéine et/ou d'une interaction chimique), modifiant ainsi l'acide nucléique cible, la protéine effectrice CRISPR-Cas de type V, la désaminase et l'acide nucléique de guidage étant éventuellement co-exprimées.",,Canada,,A,,,,,
CN426766716,202311761728,117737215,22.03.2024,"C12Q 1/6869
					






C12Q 1/6895
					






C12N 15/82
					






A01H 6/26
					






A01H 5/00
					






G16B 20/20
					








C12Q 1/6869
					






C12Q 1/6895
					






C12N 15/82
					






A01H 6/26
					






A01H 5/00
					






G16B 20/20
					






View less classifications",,BEIJING FORESTRY UNIVERSITY北京林业大学,ZHANG DEQIANG张德强HUANG WEIXIONG黄伟雄QI WEINA齐薇娜QUAN MINGYANG权明洋,北京瑞盛铭杰知识产权代理事务所(普通合伙) 11617,,,(EN) Method for rapidly evaluating plant CRISPR/Cas9 target editing efficiency(ZH) 一种快速评价植物CRISPR/Cas9靶点编辑效率的方法,"(EN) The invention discloses a method for rapidly evaluating plant CRISPR/Cas9 target editing efficiency, and belongs to the technical field of gene editing. The invention provides a method for calculating plant whole genome CRISPR/Cas9 target editing efficiency. The method comprises the following steps: 1) selecting a reference genome; screening out an optimal gene editing target spot in a CDS range of a target gene, and scanning a potential target site of each target spot in a whole genome; (2) preparing a protoplast sample, carrying out gene editing protoplast transient transfection, and carrying out high-throughput sequencing on a DNA library of the protoplast sample; 3) comparing the sequencing data to a reference genome, and extracting a target area and a potential off-target site area; 4) carrying out typing on each read, and carrying out statistics; and 5) calculating the target point editing efficiency. The method disclosed by the invention can be used for rapidly and efficiently detecting the gene editing efficiency of each target spot at the whole genome level, and has practical value and wide application prospect.(ZH) 本发明公开了一种快速评价植物CRISPR/Cas9靶点编辑效率的方法，属于基因编辑技术领域。本发明提供了一种计算植物全基因组CRISPR/Cas9靶点编辑效率的方法，包括：1)选择参考基因组；在目标基因的CDS范围内筛选出最佳基因编辑靶点，并全基因组扫描每个靶点的潜在靶向位点；2)制备原生质体样品，开展基因编辑原生质体瞬时转染，对其DNA文库进行高通量测序；3)将测序数据比对到参考基因组上，提取出靶点区域及潜在脱靶位点区域；4)对每条reads进行分型，并进行统计；5)计算靶点编辑效率。本发明方法可以快速高效地在全基因组水平检测每个靶点的基因编辑效率，具有实用价值和广泛的应用前景。",,China,20.12.2023,A1,,,,,
CN326420259,202110155143,112852874,28.05.2021,"C12N 15/85
					






C12N 15/55
					






C12N 5/10
					






C12N 7/00
					






C12Q 1/70
					






C12Q 1/6851
					






View more classifications
							






C12N 15/85
					






C12N 15/55
					






C12N 5/10
					






C12N 7/00
					






C12Q 1/70
					






C12Q 1/6851
					






G01N 33/569
					






C12R 1/91
					






View less classifications","C12N 15/85
					






C12N 9/80
					






C12N 9/22
					






C12N 5/0686
					






C12N 7/00
					






C12Q 1/701
					






View more classifications
							






C12N 15/85
					






C12N 9/80
					






C12N 9/22
					






C12N 5/0686
					






C12N 7/00
					






C12Q 1/701
					






C12Q 1/6851
					






G01N 33/56983
					






C12Y 305/01098
					






C12N 2800/107
					






C12N 2510/00
					






C12N 2770/32152
					






G01N 2333/09
					






G01N 2469/10
					






View less classifications","LANZHOU VETERINARY RESEARCH INSTITUTE, CHINESE ACADEMY OF AGRICULTURE SCIENCES中国农业科学院兰州兽医研究所",SUN YUEFENG孙跃峰GONG QING龚青HOU SHITONG侯石桐ZHAO SHUAIYANG赵帅阳YIN XIANGPING殷相平WANG XIANGWEI王相伟WANG GUANGXIANG王光祥,北京兴智翔达知识产权代理有限公司 11768,,,(EN) HDAC5 gene knockout BHK-21 cell line as well as construction method and application thereof(ZH) HDAC5基因敲除的BHK-21细胞系及其构建方法和应用,"(EN) The invention discloses a construction method of an HDAC5 gene knockout BHK-21 cell line, which comprises the following steps: carrying out gene knockout on HDAC5 in a cell line BHK-21 for foot-and-mouth disease vaccine production by utilizing a CRISPR/Cas9 technology, transfecting BHK-21 cells by utilizing CRISPR plasmids for knocking out the HDAC5, and separating the cells to obtain a plurality of cell clones by utilizing antibiotic screening in combination with gradient dilution and a cloning ring method; extracting the genome DNA, performing PCR amplification and sequencing and successfully identifying the cell cloning of which one HDAC5 gene is subjected to homozygous frameshift mutation, wherein the HDAC5-KO-A2 has deletion of 13 basic groups at a Cas9 predetermined cutting position. In the HDAC5 knockout BHK-21 cell line, the replication rate of foot-and-mouth disease virus is obviously accelerated, the final virus titer is obviously improved, and the HDAC5 knockout has no obvious influence on the cell growth rate, so that the HDAC5 knockout BHK-21 cell line has the prospect of being used for foot-and-mouth disease vaccine production. Therefore, the foundation is laid for further knocking out HDAC5 from suspension culture type BHK-21 cells and directly applying HDAC5 to production of foot-and-mouth disease vaccines.(ZH) 本发明公开了HDAC5基因敲除的BHK‑21细胞系的构建方法，利用CRISPR/Cas9技术对口蹄疫疫苗生产用细胞系BHK‑21中的HDAC5进行基因敲除，将用于敲除HDAC5的CRISPR质粒转染BHK‑21细胞后，利用抗生素筛选结合梯度稀释，用克隆环法分离到了多个细胞克隆。提取基因组DNA后进行PCR扩增、测序，成功鉴定到了1个HDAC5基因发生纯合移码突变的细胞克隆，其中HDAC5‑KO‑A2在Cas9预定切割位置处有13个碱基的缺失。HDAC5敲除的BHK‑21细胞系中口蹄病毒复制速率明显加快，最终病毒滴度有显著提高，且HDAC5敲除后对细胞生长速率无显著影响，说明其有用于口蹄疫疫苗生产的前景。为进一步在悬浮培养型BHK‑21细胞中敲除HDAC5，直接用于口蹄疫疫苗生产奠定了基础。",,China,04.02.2021,A,112852874,23.05.2023,,,
CN371148518,202210359548.X,114836430,02.08.2022,"C12N 15/29
					






C12N 15/82
					






C12N 15/113
					






C12N 15/55
					






C07K 14/415
					






A01H 5/00
					






View more classifications
							






C12N 15/29
					






C12N 15/82
					






C12N 15/113
					






C12N 15/55
					






C07K 14/415
					






A01H 5/00
					






A01H 5/12
					






A01H 6/82
					






View less classifications","C07K 14/415
					






C12N 15/8218
					






C12N 15/8261
					






C12N 15/8243
					






C12N 15/8205
					






C12N 15/113
					






View more classifications
							






C07K 14/415
					






C12N 15/8218
					






C12N 15/8261
					






C12N 15/8243
					






C12N 15/8205
					






C12N 15/113
					






C12N 9/22
					






C12N 2310/20
					






Y02A 50/30
					






View less classifications","CHINA TOBACCO YUNNAN INDUSTRIAL CO., LTD.云南中烟工业有限责任公司",LIU XIN刘欣XING JIAXIN邢佳鑫MA XIAOWEI马晓伟GAO XI高茜MI QILI米其利MENG XIAOJUAN孟啸娟XU LI许力XU YONG许永HUANG HAITAO黄海涛JIANG JIARUI蒋佳芮,北京维澳知识产权代理有限公司 11252,,,(EN) Application of tobacco ABA receptor protein gene NtPYL6 in regulation and control of tobacco plant height and leaf rutin content(ZH) 一种烟草ABA受体蛋白基因NtPYL6在调控烟草株高和叶片芸香苷含量中的应用,"(EN) The invention discloses an application of a tobacco ABA receptor protein gene NtPYL6 in regulation and control of tobacco plant height and leaf rutin content. The nucleotide sequence of the NtPYL6 gene is shown as SEQ ID NO. 1. According to the invention, a CRISPR/Cas9 editing vector for knocking out the NtPYL6 gene is constructed through a CRISPR/Cas9 mediated gene editing technology, and a tobacco plant with the NtPYL6 gene knocked out is obtained after editing material creation and molecular detection and identification. Compared with a control tobacco plant, the NtPYL6 gene knockout edited tobacco plant obtained by the invention has the advantages that the average plant height in a squaring stage and a mature stage is obviously increased, and the content of rutin in leaves is obviously reduced, so that a theoretical basis is provided for further clarification of tobacco maturing and rutin regulation and control mechanisms; and a new genetic material is provided for cultivating tobacco varieties with obviously changed plant heights and rutin contents.(ZH) 本发明公开了一种烟草ABA受体蛋白基因NtPYL6在调控烟草株高和叶片芸香苷含量中的应用，该NtPYL6基因的核苷酸序列如SEQ ID NO.1所示。本发明通过CRISPR/Cas9介导的基因编辑技术，构建了用于敲除NtPYL6基因的CRISPR/Cas9编辑载体，经编辑素材创制和分子检测鉴定后获得了NtPYL6基因敲除的烟草植株。本发明获得的NtPYL6基因敲除的编辑烟草植株，相比于对照烟草植株，现蕾期和成熟期的平均株高显著增高，叶片芸香苷含量显著降低，这为进一步阐明烟草成熟及芸香苷调控机理提供了理论依据，为培育株高和芸香苷含量显著改变的烟草品种提供了新的遗传材料。",,China,06.04.2022,B,114836430,23.06.2023,,,
CN422262973,202311360017,117467617,30.01.2024,"C12N 5/10
					






C12N 15/113
					






C12N 15/12
					






C12N 15/87
					






A61K 35/22
					






A61K 31/7105
					






View more classifications
							






C12N 5/10
					






C12N 15/113
					






C12N 15/12
					






C12N 15/87
					






A61K 35/22
					






A61K 31/7105
					






A61P 31/20
					






View less classifications","C12N 5/0686
					






C12N 15/113
					






C07K 14/47
					






C12N 15/87
					






A61K 35/22
					






A61K 31/7105
					






View more classifications
							






C12N 5/0686
					






C12N 15/113
					






C07K 14/47
					






C12N 15/87
					






A61K 35/22
					






A61K 31/7105
					






A61P 31/20
					






C12N 2510/00
					






C12N 2310/20
					






View less classifications","LANZHOU VETERINARY RESEARCH INSTITUTE, CHINESE ACADEMY OF AGRICULTURE SCIENCES中国农业科学院兰州兽医研究所",ZHANG KESHAN张克山ZHENG HAIXUE郑海学CHEN LINGLING陈玲玲TIAN HONG田宏ZHU ZIXIANG朱紫祥YANG FAN杨帆CAO WEIJUN曹伟军MA XUSHENG马旭升RU YI茹毅FENG TAO冯涛GUO JIANHONG郭建宏,郑州大通专利商标代理有限公司 41111,,,(EN) MA-104 cell line with vimentin gene knocked out as well as construction method and application of MA-104 cell line(ZH) 敲除vimentin基因的MA-104细胞系及其构建方法和应用,"(EN) The invention belongs to the technical field of biology, and particularly relates to an MA-104 cell line MA-104-KO-vimentin with a vimentin gene knocked out as well as a construction method and application of the MA-104 cell line MA-104-KO-vimentin. The preservation number of the cell line MA-104-KO-vimentin is CCTCC (China Center For Type Culture Collection): C2023142 or CCTCC: C2023229, and the preservation number of the cell line MA-104-KO-vimentin is The construction method of the cell line MA-104-KO-vimentin comprises the following steps: (1) designing gRNA (guide Ribonucleic Acid); and (2) transfecting the gRNA into the cell through transient transfection, analyzing the cutting efficiency through CAT Tool, and selecting the gRNA with the highest cutting efficiency for producing the KO cell line. And (3) culturing monoclonal cells. And (4) screening monoclonal cells. According to the invention, a CRISPR-Cas9 (clustered regularly interspaced short palindromic repeats/CRISPR-Cas9) system is utilized to construct an MA-104 cell line for stably knocking out a vimentin gene.(ZH) 本发明属于生物技术领域，具体涉及一种敲除vimentin基因的MA‑104细胞系MA‑104‑KO‑vimentin及其构建方法和应用。细胞系MA‑104‑KO‑vimentin的保藏编号为CCTCC:C2023142或CCTCC:C2023229。细胞系MA‑104‑KO‑vimentin的构建方法，包括：（1）gRNA设计。（2）将gRNA通过瞬时转染到细胞中，通过CAT Tool分析切割效率，选择切割效率最高的gRNA用于生产KO细胞系。（3）单克隆细胞培养。（4）单克隆细胞筛选。本发明利用CRISPR‑Cas9系统构建了稳敲除vimentin基因的MA‑104细胞系。",,China,20.10.2023,B,117467617,09.08.2024,,,
CN297232635,201811229714,111154767,15.05.2020,"C12N 15/29
					






C12N 15/82
					






A01H 5/06
					






A01H 6/46
					






C12Q 1/6895
					








C12N 15/29
					






C12N 15/82
					






A01H 5/06
					






A01H 6/46
					






C12Q 1/6895
					






View less classifications","C07K 14/415
					






C12N 15/8261
					






C12Q 1/6895
					






C12Q 2600/13
					






C12Q 2600/158
					






Y02A 40/146
					








C07K 14/415
					






C12N 15/8261
					






C12Q 1/6895
					






C12Q 2600/13
					






C12Q 2600/158
					






Y02A 40/146
					






View less classifications","SINOBIOWAY BIOAGRICULTURE GROUP CO., LTD.未名生物农业集团有限公司PIONEER OVERSEAS CORPORATION先锋海外公司",GAO YANG高阳LYU GUIHUA吕贵华MAO GUANFAN毛冠凡WANG CHANGGUI王昌贵WANG GUOKUI王国奎,永新专利商标代理有限公司 72002永新专利商标代理有限公司 72002,,,"(EN) Root length regulation and control gene LOGL5, corresponding construct, and application of gene(ZH) 根长调控基因LOGL5及相应的构建体和其应用","(EN) The invention discloses separated polynucleotide and polypeptide, a recombinant DNA (deoxyribonucleic acid) construct and CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats)-Cas construct used for regulating and controlling the root length of a plant, a composition (for example, a plant or a seed) containing the recombinant DNA construct or a modified LOGL5 gene or a regulation andcontrol element of the modified LOGL5 gene, and a method capable of utilizing the recombinant DNA construct and the CRISPR-Cas construct. The recombinant DNA construct comprises the LOGL5 gene and a functional promoter in the plant, wherein the functional promoter in the plant is operationally connected with the LOGL5 gene, the CRISPR-Cas construct targets the LOGL5 gene or the regulation and control element of the LOGL5 gene, and the LOGL5 gene encodes root length regulation and control polypeptide.(ZH) 本发明公开了分离的多核苷酸和多肽、和用于调控植物根长度的重组DNA构建体和CRISPR‑Cas构建体，含有这些重组DNA构建体或修饰的LOGL5基因或其调控元件的组合物(例如植物或种子)，和利用这些重组DNA构建体和CRISPR‑Cas构建体的方法。重组DNA构建体包含LOGL5基因和与之可操作连接的植物中有功能的启动子，CRISPR‑Cas构建体靶向LOGL5基因或其调控元件，其中所述LOGL5基因编码根长度调控多肽。",,China,22.10.2018,B,111154767,18.04.2023,,,
CN289610797,201911058388,110819654,21.02.2020,"C12N 15/82
					






C12N 15/29
					






A01H 5/00
					






A01H 5/10
					






A01H 6/46
					








C12N 15/82
					






C12N 15/29
					






A01H 5/00
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8218
					






C12N 15/8245
					








C07K 14/415
					






C12N 15/8218
					






C12N 15/8245
					






View less classifications","INSTITUTE OF CROP SCIENCE, CHINESE ACADEMY OF AGRICULTURAL SCIENCES中国农业科学院作物科学研究所",XIA LANQIN夏兰琴LI JINGYING李晶莹MA YOUZHI马有志SUN YONGWEI孙永伟CHEN JUN陈隽,北京纪凯知识产权代理有限公司 11245,,,(EN) Method and technical system for increasing content of resistant starch in triticum aestivum by genome editing(ZH) 一种通过基因组编辑提高小麦抗性淀粉含量的方法及其技术体系,"(EN) The invention discloses a method and a technical system for increasing the content of resistant starch in triticum aestivum by genome editing. The invention provides a method for improving the contentof the resistant starch and/or amylose and/or total pentosan in triticum aestivum, including the following step: lowering the abundance of SBEIIa protein in triticum aestivum. More specifically, thestep of ""lowering the abundance of SBEIIa protein in triticum aestivum"" can be realized by genome editing of SBEIIa gene. The inventor of the method and the technical system utilizes a CRISPR/Cas9 technology, the SBEIIa gene in triticum aestivum is site-edited and knocked out by causing a code shift mutation, so that a new generation of new triticum aestivum germplasm with amylose, resistant starch and total pentosan (healthy fiber) contents significantly increased is obtained. The method and technical system have significant application promotion values to triticum aestivum breeding.(ZH) 本发明公开了一种通过基因组编辑提高小麦抗性淀粉含量的方法及其技术体系。本发明提供了一种通过基因编辑技术提高小麦种子中的抗性淀粉含量和/或直链淀粉含量和/或总戊聚糖含量的方法，包括如下步骤：降低小麦中SBEIIa蛋白的丰度。所述“降低小麦中SBEIIa蛋白的丰度”具体可通过对SBEIIa基因进行基因编辑实现。本发明的发明人利用CRISPR/Cas9技术，定点编辑小麦SBEIIa基因，通过造成移码突变，敲除了小麦SBEIIa基因，获得了直链淀粉、抗性淀粉以及总戊聚糖(健康纤维)含量明显提高的新一代小麦新种质。本发明对于小麦育种具有重大的应用推广价值。",,China,01.11.2019,B,110819654,20.08.2021,,,
